0,3,1
0,5,1
0,7,1
0,13,1
0,15,1
0,16,1
0,17,1
0,19,1
0,20,1
0,21,1
0,23,1
1,2,1
1,6,1
1,8,1
1,15,1
1,18,1
1,19,1
1,20,1
1,22,1
1,23,1
2,4,1
2,6,1
2,8,1
2,15,1
2,19,1
2,22,1
2,23,1
3,5,1
3,7,1
3,9,1
3,16,1
3,21,1
4,6,1
4,8,1
4,14,1
4,15,1
4,18,1
4,19,1
4,22,1
4,23,1
5,10,1
5,11,1
5,13,1
5,17,1
5,19,1
6,8,1
6,15,1
6,18,1
6,19,1
6,22,1
6,23,1
7,10,1
7,11,1
7,16,1
7,17,1
7,20,1
7,23,1
8,15,1
8,18,1
8,19,1
8,22,1
8,23,1
9,10,1
9,11,1
9,16,1
9,21,1
10,12,1
10,15,1
10,16,1
10,17,1
10,19,1
10,20,1
10,21,1
10,22,1
10,23,1
11,12,1
11,13,1
11,17,1
11,19,1
11,20,1
11,21,1
11,23,1
12,13,1
12,17,1
12,23,1
13,16,1
13,19,1
13,21,1
14,15,1
14,18,1
14,19,1
14,22,1
14,23,1
15,18,1
15,20,1
15,22,1
15,23,1
16,17,1
16,19,1
17,20,1
18,19,1
18,22,1
18,23,1
19,20,1
20,22,1
20,23,1
22,23,1
3,0,1
5,0,1
7,0,1
13,0,1
15,0,1
16,0,1
17,0,1
19,0,1
20,0,1
21,0,1
23,0,1
2,1,1
6,1,1
8,1,1
15,1,1
18,1,1
19,1,1
20,1,1
22,1,1
23,1,1
4,2,1
6,2,1
8,2,1
15,2,1
19,2,1
22,2,1
23,2,1
5,3,1
7,3,1
9,3,1
16,3,1
21,3,1
6,4,1
8,4,1
14,4,1
15,4,1
18,4,1
19,4,1
22,4,1
23,4,1
10,5,1
11,5,1
13,5,1
17,5,1
19,5,1
8,6,1
15,6,1
18,6,1
19,6,1
22,6,1
23,6,1
10,7,1
11,7,1
16,7,1
17,7,1
20,7,1
23,7,1
15,8,1
18,8,1
19,8,1
22,8,1
23,8,1
10,9,1
11,9,1
16,9,1
21,9,1
12,10,1
15,10,1
16,10,1
17,10,1
19,10,1
20,10,1
21,10,1
22,10,1
23,10,1
12,11,1
13,11,1
17,11,1
19,11,1
20,11,1
21,11,1
23,11,1
13,12,1
17,12,1
23,12,1
16,13,1
19,13,1
21,13,1
15,14,1
18,14,1
19,14,1
22,14,1
23,14,1
18,15,1
20,15,1
22,15,1
23,15,1
17,16,1
19,16,1
20,17,1
19,18,1
22,18,1
23,18,1
20,19,1
22,20,1
23,20,1
23,22,1
