0, 1, 1
0, 2, 1
0, 3, 1
0, 4, 1
0, 5, 1
0, 8, 1
0, 14, 1
0, 15, 1
0, 39, 1
0, 42, 1
0, 43, 1
1, 0, 1
1, 2, 1
1, 3, 1
1, 4, 1
1, 10, 1
1, 13, 1
1, 21, 1
1, 26, 1
1, 28, 1
1, 39, 1
2, 0, 1
2, 1, 1
2, 3, 1
2, 4, 1
2, 5, 1
2, 6, 1
2, 7, 1
2, 9, 1
2, 10, 1
2, 13, 1
2, 16, 1
2, 17, 1
2, 27, 1
2, 34, 1
2, 46, 1
3, 0, 1
3, 1, 1
3, 2, 1
3, 4, 1
3, 6, 1
3, 11, 1
3, 12, 1
3, 14, 1
3, 18, 1
3, 20, 1
3, 22, 1
3, 25, 1
3, 26, 1
3, 28, 1
3, 29, 1
3, 32, 1
3, 42, 1
3, 44, 1
4, 0, 1
4, 1, 1
4, 2, 1
4, 3, 1
4, 7, 1
4, 12, 1
4, 19, 1
4, 30, 1
4, 36, 1
4, 38, 1
4, 40, 1
5, 0, 1
5, 2, 1
5, 8, 1
5, 20, 1
5, 31, 1
6, 2, 1
6, 3, 1
6, 16, 1
6, 23, 1
7, 2, 1
7, 4, 1
7, 9, 1
7, 11, 1
7, 15, 1
7, 23, 1
7, 37, 1
8, 0, 1
8, 5, 1
8, 19, 1
9, 2, 1
9, 7, 1
9, 49, 1
10, 1, 1
10, 2, 1
10, 18, 1
10, 25, 1
10, 30, 1
10, 40, 1
11, 3, 1
11, 7, 1
11, 17, 1
12, 3, 1
12, 4, 1
12, 24, 1
13, 1, 1
13, 2, 1
14, 0, 1
14, 3, 1
15, 0, 1
15, 7, 1
15, 32, 1
15, 35, 1
16, 2, 1
16, 6, 1
17, 2, 1
17, 11, 1
17, 22, 1
17, 31, 1
17, 33, 1
17, 36, 1
17, 43, 1
17, 48, 1
18, 3, 1
18, 10, 1
18, 38, 1
19, 4, 1
19, 8, 1
19, 21, 1
19, 24, 1
20, 3, 1
20, 5, 1
21, 1, 1
21, 19, 1
21, 35, 1
21, 46, 1
22, 3, 1
22, 17, 1
22, 29, 1
22, 33, 1
23, 6, 1
23, 7, 1
24, 12, 1
24, 19, 1
24, 47, 1
25, 3, 1
25, 10, 1
25, 27, 1
26, 1, 1
26, 3, 1
26, 34, 1
26, 41, 1
26, 47, 1
26, 48, 1
27, 2, 1
27, 25, 1
27, 41, 1
28, 1, 1
28, 3, 1
28, 44, 1
29, 3, 1
29, 22, 1
30, 4, 1
30, 10, 1
31, 5, 1
31, 17, 1
32, 3, 1
32, 15, 1
33, 17, 1
33, 22, 1
34, 2, 1
34, 26, 1
35, 15, 1
35, 21, 1
35, 37, 1
35, 45, 1
36, 4, 1
36, 17, 1
37, 7, 1
37, 35, 1
38, 4, 1
38, 18, 1
39, 0, 1
39, 1, 1
40, 4, 1
40, 10, 1
41, 26, 1
41, 27, 1
41, 45, 1
41, 49, 1
42, 0, 1
42, 3, 1
43, 0, 1
43, 17, 1
44, 3, 1
44, 28, 1
45, 35, 1
45, 41, 1
46, 2, 1
46, 21, 1
47, 24, 1
47, 26, 1
48, 17, 1
48, 26, 1
49, 9, 1
49, 41, 1
